t / fs	F(t)*F(0) / (kcal/mole/A)^2	err[F(t)*F(0)] / (kcal/mole/A)^2	lambda / N*s/m^3	err[lambda] / N*s/m^3
0.00	144.527018	1.497005	0.000000	0.000000
1.00	144.492755	1.496935	6275.814173	65.010810
2.00	144.390078	1.496700	12548.654797	130.014978
3.00	144.219381	1.496301	18815.559354	195.005361
4.00	143.981319	1.495740	25073.588070	259.974856
5.00	143.676793	1.495019	31319.834946	324.916422
6.00	143.306945	1.494141	37551.438369	389.823105
7.00	142.873142	1.493109	43765.591206	454.688054
8.00	142.376962	1.491928	49959.550265	519.504544
9.00	141.820174	1.490601	56130.645028	584.265993
10.00	141.204721	1.489133	62276.285610	648.965975
11.00	140.532702	1.487530	68393.969853	713.598240
12.00	139.806345	1.485797	74481.289556	778.156727
13.00	139.027993	1.483941	80535.935803	842.635569
14.00	138.200079	1.481966	86555.703390	907.029112
15.00	137.325111	1.479881	92538.494372	971.331917
16.00	136.405644	1.477690	98482.320745	1035.538769
17.00	135.444271	1.475400	104385.306315	1099.644678
18.00	134.443600	1.473018	110245.687788	1163.644890
19.00	133.406238	1.470551	116061.815147	1227.534879
20.00	132.334783	1.468004	121832.151367	1291.310354
21.00	131.231800	1.465385	127555.271537	1354.967257
22.00	130.099821	1.462699	133229.861455	1418.501761
23.00	128.941328	1.459952	138854.715756	1481.910267
24.00	127.758747	1.457150	144428.735652	1545.189399
25.00	126.554439	1.454300	149950.926329	1608.336005
26.00	125.330700	1.451406	155420.394078	1671.347144
27.00	124.089749	1.448474	160836.343206	1734.220092
28.00	122.833730	1.445510	166198.072783	1796.952327
29.00	121.564708	1.442517	171504.973277	1859.541531
30.00	120.284668	1.439502	176756.523111	1921.985579
31.00	118.995516	1.436468	181952.285179	1984.282538
32.00	117.699077	1.433419	187091.903363	2046.430663
33.00	116.397095	1.430361	192175.099067	2108.428384
34.00	115.091237	1.427297	197201.667787	2170.274309
35.00	113.783094	1.424231	202171.475747	2231.967212
36.00	112.474181	1.421166	207084.456592	2293.506036
37.00	111.165938	1.418106	211940.608168	2354.889883
38.00	109.859737	1.415055	216739.989370	2416.118009
39.00	108.556878	1.412014	221482.717077	2477.189819
40.00	107.258592	1.408989	226168.963163	2538.104867
41.00	105.966046	1.405980	230798.951577	2598.862844
42.00	104.680341	1.402991	235372.955501	2659.463577
43.00	103.402514	1.400025	239891.294556	2719.907021
44.00	102.133542	1.397083	244354.332081	2780.193256
45.00	100.874338	1.394167	248762.472443	2840.322480
46.00	99.625756	1.391281	253116.158408	2900.295003
47.00	98.388591	1.388424	257415.868535	2960.111239
48.00	97.163579	1.385600	261662.114620	3019.771701
49.00	95.951398	1.382809	265855.439160	3079.276992
50.00	94.752668	1.380053	269996.412862	3138.627801
51.00	93.567955	1.377332	274085.632176	3197.824893
52.00	92.397768	1.374648	278123.716871	3256.869103
53.00	91.242561	1.372001	282111.307641	3315.761330
54.00	90.102736	1.369392	286049.063768	3374.502527
55.00	88.978641	1.366821	289937.660824	3433.093697
56.00	87.870574	1.364288	293777.788433	3491.535884
57.00	86.778786	1.361794	297570.148099	3549.830169
58.00	85.703476	1.359337	301315.451095	3607.977661
59.00	84.644800	1.356919	305014.416445	3665.979493
60.00	83.602871	1.354539	308667.768972	3723.836813
61.00	82.577757	1.352196	312276.237448	3781.550785
62.00	81.569491	1.349890	315840.552841	3839.122578
63.00	80.578065	1.347621	319361.446652	3896.553366
64.00	79.603440	1.345388	322839.649372	3953.844319
65.00	78.645543	1.343189	326275.889033	4010.996606
66.00	77.704271	1.341025	329670.889880	4068.011384
67.00	76.779496	1.338895	333025.371153	4124.889800
68.00	75.871066	1.336798	336340.045971	4181.632989
69.00	74.978805	1.334733	339615.620340	4238.242066
70.00	74.102520	1.332699	342852.792261	4294.718131
71.00	73.241999	1.330696	346052.250943	4351.062259
72.00	72.397018	1.328723	349214.676120	4407.275508
73.00	71.567338	1.326778	352340.737467	4463.358908
74.00	70.752710	1.324862	355431.094100	4519.313469
75.00	69.952879	1.322973	358486.394172	4575.140176
76.00	69.167581	1.321111	361507.274537	4630.839985
77.00	68.396547	1.319275	364494.360496	4686.413829
78.00	67.639505	1.317463	367448.265607	4741.862616
79.00	66.896180	1.315676	370369.591553	4797.187227
80.00	66.166297	1.313913	373258.928062	4852.388516
81.00	65.449579	1.312173	376116.852879	4907.467315
82.00	64.745751	1.310455	378943.931776	4962.424430
83.00	64.054540	1.308760	381740.718592	5017.260644
84.00	63.375672	1.307085	384507.755311	5071.976718
85.00	62.708878	1.305431	387245.572161	5126.573391
86.00	62.053893	1.303798	389954.687730	5181.051381
87.00	61.410452	1.302184	392635.609106	5235.411390
88.00	60.778297	1.300590	395288.832027	5289.654100
89.00	60.157172	1.299015	397914.841040	5343.780178
90.00	59.546824	1.297458	400514.109671	5397.790276
91.00	58.947006	1.295920	403087.100607	5451.685031
92.00	58.357476	1.294399	405634.265876	5505.465072
93.00	57.777993	1.292896	408156.047039	5559.131013
94.00	57.208325	1.291410	410652.875383	5612.683463
95.00	56.648240	1.289940	413125.172120	5666.123020
96.00	56.097515	1.288487	415573.348591	5719.450281
97.00	55.555929	1.287051	417997.806474	5772.665834
98.00	55.023267	1.285631	420398.937995	5825.770268
99.00	54.499319	1.284226	422777.126152	5878.764168
100.00	53.983881	1.282837	425132.744930	5931.648120
101.00	53.476752	1.281464	427466.159530	5984.422712
102.00	52.977738	1.280105	429777.726606	6037.088534
103.00	52.486651	1.278762	432067.794497	6089.646182
104.00	52.003307	1.277433	434336.703468	6142.096254
105.00	51.527530	1.276120	436584.785958	6194.439357
106.00	51.059147	1.274820	438812.366825	6246.676106
107.00	50.597992	1.273536	441019.763595	6298.807122
108.00	50.143906	1.272266	443207.286717	6350.833039
109.00	49.696735	1.271010	445375.239810	6402.754501
110.00	49.256329	1.269769	447523.919916	6454.572162
111.00	48.822545	1.268542	449653.617746	6506.286694
112.00	48.395247	1.267329	451764.617925	6557.898779
113.00	47.974302	1.266132	453857.199235	6609.409115
114.00	47.559583	1.264949	455931.634843	6660.818418
115.00	47.150971	1.263781	457988.192534	6712.127417
116.00	46.748347	1.262628	460027.134926	6763.336859
117.00	46.351600	1.261490	462048.719679	6814.447506
118.00	45.960623	1.260368	464053.199701	6865.460138
119.00	45.575314	1.259262	466040.823330	6916.375551
120.00	45.195571	1.258172	468011.834515	6967.194558
121.00	44.821302	1.257098	469966.472987	7017.917987
122.00	44.452413	1.256041	471904.974408	7068.546680
123.00	44.088815	1.255001	473827.570521	7119.081492
124.00	43.730424	1.253978	475734.489280	7169.523291
125.00	43.377156	1.252973	477625.954975	7219.872955
126.00	43.028931	1.251985	479502.188343	7270.131369
127.00	42.685669	1.251015	481363.406675	7320.299426
128.00	42.347296	1.250062	483209.823906	7370.378023
129.00	42.013737	1.249128	485041.650709	7420.368059
130.00	41.684919	1.248211	486859.094569	7470.270434
131.00	41.360772	1.247313	488662.359863	7520.086044
132.00	41.041226	1.246432	490451.647926	7569.815780
133.00	40.726214	1.245569	492227.157120	7619.460526
134.00	40.415670	1.244724	493989.082892	7669.021155
135.00	40.109527	1.243896	495737.617840	7718.498531
136.00	39.807724	1.243086	497472.951762	7767.893505
137.00	39.510196	1.242293	499195.271722	7817.206911
138.00	39.216883	1.241516	500904.762097	7866.439568
139.00	38.927726	1.240756	502601.604638	7915.592278
140.00	38.642665	1.240012	504285.978518	7964.665825
141.00	38.361643	1.239284	505958.060387	8013.660972
142.00	38.084603	1.238572	507618.024427	8062.578464
143.00	37.811491	1.237874	509266.042402	8111.419025
144.00	37.542252	1.237191	510902.283705	8160.183358
145.00	37.276835	1.236522	512526.915414	8208.872145
146.00	37.015186	1.235867	514140.102333	8257.486047
147.00	36.757256	1.235226	515742.007042	8306.025706
148.00	36.502994	1.234597	517332.789935	8354.491741
149.00	36.252351	1.233980	518912.609263	8402.884753
150.00	36.005280	1.233375	520481.621171	8451.205323
151.00	35.761733	1.232782	522039.979724	8499.454018
152.00	35.521663	1.232199	523587.836944	8547.631382
153.00	35.285023	1.231628	525125.342826	8595.737949
154.00	35.051768	1.231066	526652.645364	8643.774234
155.00	34.821853	1.230514	528169.890562	8691.740742
156.00	34.595231	1.229971	529677.222447	8739.637967
157.00	34.371858	1.229437	531174.783074	8787.466393
158.00	34.151687	1.228912	532662.712529	8835.226496
159.00	33.934674	1.228395	534141.148925	8882.918748
160.00	33.720773	1.227887	535610.228403	8930.543616
161.00	33.509939	1.227386	537070.085116	8978.101567
162.00	33.302124	1.226892	538520.851228	9025.593068
163.00	33.097284	1.226407	539962.656896	9073.018591
164.00	32.895371	1.225928	541395.630261	9120.378610
165.00	32.696338	1.225458	542819.897435	9167.673612
166.00	32.500139	1.224994	544235.582490	9214.904092
167.00	32.306726	1.224538	545642.807448	9262.070555
168.00	32.116051	1.224089	547041.692274	9309.173523
169.00	31.928068	1.223648	548432.354871	9356.213533
170.00	31.742728	1.223215	549814.911080	9403.191139
171.00	31.559985	1.222789	551189.474680	9450.106913
172.00	31.379790	1.222372	552556.157401	9496.961449
173.00	31.202098	1.221963	553915.068930	9543.755361
174.00	31.026862	1.221563	555266.316935	9590.489286
175.00	30.854037	1.221172	556610.007084	9637.163882
176.00	30.683576	1.220789	557946.243074	9683.779831
177.00	30.515437	1.220416	559275.126665	9730.337836
178.00	30.349575	1.220053	560596.757717	9776.838622
179.00	30.185949	1.219700	561911.234233	9823.282935
180.00	30.024518	1.219357	563218.652408	9869.671541
181.00	29.865241	1.219024	564519.106676	9916.005227
182.00	29.708080	1.218702	565812.689764	9962.284794
183.00	29.552997	1.218391	567099.492750	10008.511062
184.00	29.399957	1.218091	568379.605115	10054.684864
185.00	29.248925	1.217802	569653.114808	10100.807044
186.00	29.099867	1.217525	570920.108297	10146.878457
187.00	28.952751	1.217259	572180.670633	10192.899965
188.00	28.807547	1.217005	573434.885499	10238.872433
189.00	28.664225	1.216762	574682.835273	10284.796731
190.00	28.522757	1.216532	575924.601070	10330.673726
191.00	28.383115	1.216313	577160.262800	10376.504284
192.00	28.245273	1.216106	578389.899207	10422.289265
193.00	28.109205	1.215911	579613.587913	10468.029520
194.00	27.974888	1.215728	580831.405454	10513.725888
195.00	27.842297	1.215556	582043.427316	10559.379195
196.00	27.711409	1.215396	583249.727959	10604.990249
197.00	27.582201	1.215247	584450.380847	10650.559839
198.00	27.454652	1.215109	585645.458466	10696.088732
199.00	27.328738	1.214982	586835.032341	10741.577672
200.00	27.204438	1.214866	588019.173052	10787.027375
201.00	27.081732	1.214760	589197.950243	10832.438528
202.00	26.960597	1.214664	590371.432632	10877.811784
203.00	26.841013	1.214578	591539.688018	10923.147768
204.00	26.722958	1.214501	592702.783286	10968.447066
205.00	26.606413	1.214432	593860.784409	11013.710232
206.00	26.491355	1.214373	595013.756456	11058.937781
207.00	26.377764	1.214320	596161.763594	11104.130190
208.00	26.265620	1.214276	597304.869092	11149.287899
209.00	26.154901	1.214238	598443.135325	11194.411307
210.00	26.045589	1.214206	599576.623783	11239.500776
211.00	25.937662	1.214180	600705.395074	11284.556628
212.00	25.831101	1.214159	601829.508935	11329.579148
213.00	25.725885	1.214142	602949.024240	11374.568580
214.00	25.621995	1.214129	604063.999009	11419.525131
215.00	25.519413	1.214120	605174.490422	11464.448972
216.00	25.418119	1.214113	606280.554829	11509.340235
217.00	25.318094	1.214109	607382.247762	11554.199020
218.00	25.219320	1.214106	608479.623948	11599.025387
219.00	25.121779	1.214104	609572.737322	11643.819369
220.00	25.025453	1.214102	610661.641039	11688.580960
221.00	24.930324	1.214101	611746.387484	11733.310125
222.00	24.836375	1.214098	612827.028281	11778.006800
223.00	24.743590	1.214093	613903.614306	11822.670888
224.00	24.651950	1.214087	614976.195692	11867.302266
225.00	24.561439	1.214078	616044.821833	11911.900784
226.00	24.472040	1.214065	617109.541388	11956.466267
227.00	24.383737	1.214049	618170.402286	12000.998517
228.00	24.296511	1.214028	619227.451722	12045.497314
229.00	24.210347	1.214002	620280.736153	12089.962416
230.00	24.125227	1.213971	621330.301297	12134.393565
231.00	24.041134	1.213933	622376.192121	12178.790482
232.00	23.958050	1.213888	623418.452838	12223.152873
233.00	23.875957	1.213835	624457.126890	12267.480430
234.00	23.794838	1.213775	625492.256942	12311.772827
235.00	23.714674	1.213706	626523.884862	12356.029729
236.00	23.635445	1.213627	627552.051709	12400.250787
237.00	23.557134	1.213539	628576.797720	12444.435639
238.00	23.479720	1.213440	629598.162288	12488.583912
239.00	23.403183	1.213330	630616.183949	12532.695223
240.00	23.327504	1.213208	631630.900366	12576.769175
241.00	23.252661	1.213075	632642.348309	12620.805362
242.00	23.178633	1.212928	633650.563643	12664.803366
243.00	23.105399	1.212768	634655.581311	12708.762758
244.00	23.032937	1.212594	635657.435321	12752.683100
245.00	22.961225	1.212406	636656.158735	12796.563941
246.00	22.890242	1.212203	637651.783655	12840.404820
247.00	22.819965	1.211985	638644.341219	12884.205268
248.00	22.750370	1.211752	639633.861590	12927.964802
249.00	22.681437	1.211503	640620.373955	12971.682934
250.00	22.613142	1.211238	641603.906522	13015.359161
251.00	22.545462	1.210957	642584.486520	13058.992975
252.00	22.478376	1.210659	643562.140202	13102.583858
253.00	22.411861	1.210345	644536.892853	13146.131282
254.00	22.345895	1.210015	645508.768797	13189.634708
255.00	22.280457	1.209668	646477.791408	13233.093590
256.00	22.215525	1.209304	647443.983126	13276.507370
257.00	22.151077	1.208924	648407.365472	13319.875481
258.00	22.087094	1.208528	649367.959066	13363.197347
259.00	22.023556	1.208115	650325.783651	13406.472378
260.00	21.960443	1.207687	651280.858115	13449.699980
261.00	21.897737	1.207242	652233.200516	13492.879544
262.00	21.835418	1.206782	653182.828113	13536.010454
263.00	21.773471	1.206307	654129.757388	13579.092082
264.00	21.711878	1.205817	655074.004084	13622.123797
265.00	21.650622	1.205313	656015.583231	13665.104955
266.00	21.589690	1.204795	656954.509183	13708.034909
267.00	21.529066	1.204264	657890.795647	13750.913006
268.00	21.468737	1.203719	658824.455719	13793.738593
269.00	21.408690	1.203163	659755.501918	13836.511012
270.00	21.348912	1.202594	660683.946218	13879.229607
271.00	21.289392	1.202015	661609.800080	13921.893727
272.00	21.230120	1.201426	662533.074489	13964.502725
273.00	21.171086	1.200828	663453.779987	14007.055962
274.00	21.112281	1.200220	664371.926699	14049.552810
275.00	21.053695	1.199605	665287.524370	14091.992652
276.00	20.995322	1.198983	666200.582393	14134.374888
277.00	20.937155	1.198355	667111.109837	14176.698937
278.00	20.879186	1.197721	668019.115480	14218.964238
279.00	20.821410	1.197083	668924.607834	14261.170253
280.00	20.763823	1.196441	669827.595171	14303.316469
281.00	20.706418	1.195796	670728.085554	14345.402400
282.00	20.649193	1.195148	671626.086861	14387.427588
283.00	20.592144	1.194500	672521.606808	14429.391609
284.00	20.535269	1.193851	673414.652983	14471.294068
285.00	20.478564	1.193202	674305.232862	14513.134607
286.00	20.422029	1.192554	675193.353841	14554.912903
287.00	20.365663	1.191907	676079.023260	14596.628671
288.00	20.309464	1.191262	676962.248427	14638.281665
289.00	20.253434	1.190620	677843.036650	14679.871679
290.00	20.197573	1.189982	678721.395254	14721.398546
291.00	20.141883	1.189347	679597.331616	14762.862143
292.00	20.086365	1.188716	680470.853187	14804.262384
293.00	20.031022	1.188091	681341.967520	14845.599230
294.00	19.975858	1.187470	682210.682294	14886.872679
295.00	19.920876	1.186855	683077.005342	14928.082773
296.00	19.866081	1.186246	683940.944675	14969.229597
297.00	19.811477	1.185643	684802.508506	15010.313273
298.00	19.757071	1.185046	685661.705270	15051.333966
299.00	19.702867	1.184456	686518.543651	15092.291875
300.00	19.648872	1.183873	687373.032595	15133.187238
301.00	19.595093	1.183296	688225.181334	15174.020328
302.00	19.541538	1.182726	689074.999394	15214.791452
303.00	19.488212	1.182164	689922.496614	15255.500944
304.00	19.435124	1.181608	690767.683155	15296.149173
305.00	19.382281	1.181059	691610.569503	15336.736529
306.00	19.329692	1.180516	692451.166482	15377.263428
307.00	19.277363	1.179981	693289.485250	15417.730307
308.00	19.225303	1.179452	694125.537303	15458.137619
309.00	19.173519	1.178930	694959.334471	15498.485839
310.00	19.122019	1.178414	695790.888913	15538.775450
311.00	19.070809	1.177904	696620.213109	15579.006952
312.00	19.019898	1.177400	697447.319851	15619.180850
313.00	18.969292	1.176902	698272.222234	15659.297658
314.00	18.918997	1.176410	699094.933639	15699.357898
315.00	18.869020	1.175924	699915.467723	15739.362092
316.00	18.819366	1.175443	700733.838403	15779.310765
317.00	18.770041	1.174968	701550.059835	15819.204442
318.00	18.721049	1.174497	702364.146403	15859.043645
319.00	18.672396	1.174032	703176.112701	15898.828896
320.00	18.624085	1.173572	703985.973508	15938.560712
321.00	18.576121	1.173116	704793.743782	15978.239606
322.00	18.528506	1.172666	705599.438630	16017.866087
323.00	18.481244	1.172220	706403.073299	16057.440655
324.00	18.434336	1.171779	707204.663158	16096.963807
325.00	18.387786	1.171342	708004.223675	16136.436032
326.00	18.341596	1.170911	708801.770408	16175.857812
327.00	18.295765	1.170484	709597.318986	16215.229623
328.00	18.250297	1.170061	710390.885093	16254.551932
329.00	18.205191	1.169643	711182.484455	16293.825200
330.00	18.160448	1.169231	711972.132825	16333.049882
331.00	18.116068	1.168823	712759.845967	16372.226424
332.00	18.072051	1.168420	713545.639645	16411.355265
333.00	18.028396	1.168022	714329.529608	16450.436839
334.00	17.985103	1.167629	715111.531573	16489.471571
335.00	17.942170	1.167241	715891.661215	16528.459881
336.00	17.899596	1.166858	716669.934148	16567.402180
337.00	17.857379	1.166481	717446.365913	16606.298874
338.00	17.815517	1.166109	718220.971960	16645.150363
339.00	17.774006	1.165743	718993.767632	16683.957039
340.00	17.732844	1.165382	719764.768147	16722.719291
341.00	17.692028	1.165027	720533.988580	16761.437499
342.00	17.651553	1.164678	721301.443847	16800.112041
343.00	17.611415	1.164335	722067.148679	16838.743291
344.00	17.571610	1.163997	722831.117612	16877.331620
345.00	17.532131	1.163665	723593.364956	16915.877399
346.00	17.492974	1.163339	724353.904787	16954.381000
347.00	17.454131	1.163019	725112.750916	16992.842795
348.00	17.415597	1.162705	725869.916880	17031.263163
349.00	17.377364	1.162396	726625.415918	17069.642484
350.00	17.339426	1.162094	727379.260957	17107.981149
351.00	17.301773	1.161797	728131.464598	17146.279559
352.00	17.264399	1.161506	728882.039099	17184.538124
353.00	17.227295	1.161221	729630.996370	17222.757268
354.00	17.190452	1.160942	730378.347956	17260.937432
355.00	17.153863	1.160668	731124.105040	17299.079072
356.00	17.117519	1.160399	731868.278434	17337.182662
357.00	17.081410	1.160137	732610.878577	17375.248696
358.00	17.045530	1.159879	733351.915543	17413.277688
359.00	17.009869	1.159627	734091.399041	17451.270174
360.00	16.974419	1.159381	734829.338421	17489.226712
361.00	16.939172	1.159140	735565.742690	17527.147883
362.00	16.904121	1.158904	736300.620514	17565.034290
363.00	16.869259	1.158674	737033.980242	17602.886560
364.00	16.834579	1.158449	737765.829913	17640.705343
365.00	16.800074	1.158230	738496.177276	17678.491309
366.00	16.765738	1.158016	739225.029809	17716.245155
367.00	16.731565	1.157807	739952.394733	17753.967594
368.00	16.697550	1.157604	740678.279032	17791.659363
369.00	16.663689	1.157407	741402.689475	17829.321213
370.00	16.629977	1.157215	742125.632625	17866.953918
371.00	16.596410	1.157028	742847.114864	17904.558263
372.00	16.562984	1.156847	743567.142404	17942.135051
373.00	16.529696	1.156671	744285.721303	17979.685100
374.00	16.496542	1.156501	745002.857478	18017.209237
375.00	16.463521	1.156337	745718.556715	18054.708303
376.00	16.430628	1.156179	746432.824678	18092.183147
377.00	16.397862	1.156026	747145.666918	18129.634624
378.00	16.365220	1.155879	747857.088879	18167.063596
379.00	16.332700	1.155737	748567.095896	18204.470927
380.00	16.300299	1.155601	749275.693200	18241.857487
381.00	16.268014	1.155470	749982.885920	18279.224142
382.00	16.235844	1.155344	750688.679074	18316.571760
383.00	16.203786	1.155223	751393.077566	18353.901207
384.00	16.171837	1.155108	752096.086187	18391.213345
385.00	16.139993	1.154997	752797.709596	18428.509030
386.00	16.108252	1.154891	753497.952322	18465.789114
387.00	16.076610	1.154790	754196.818750	18503.054439
388.00	16.045064	1.154693	754894.313113	18540.305842
389.00	16.013610	1.154601	755590.439483	18577.544149
390.00	15.982244	1.154512	756285.201758	18614.770176
391.00	15.950961	1.154427	756978.603654	18651.984725
392.00	15.919757	1.154346	757670.648696	18689.188588
393.00	15.888627	1.154269	758361.340212	18726.382541
394.00	15.857566	1.154195	759050.681319	18763.567346
395.00	15.826570	1.154124	759738.674924	18800.743749
396.00	15.795634	1.154057	760425.323711	18837.912479
397.00	15.764751	1.153992	761110.630145	18875.074247
398.00	15.733917	1.153930	761794.596464	18912.229744
399.00	15.703127	1.153871	762477.224679	18949.379638
400.00	15.672376	1.153814	763158.516575	18986.524577
401.00	15.641658	1.153759	763838.473712	19023.665184
402.00	15.610968	1.153706	764517.097429	19060.802056
403.00	15.580302	1.153655	765194.388848	19097.935768
404.00	15.549654	1.153606	765870.348876	19135.066862
405.00	15.519020	1.153558	766544.978220	19172.195856
406.00	15.488395	1.153511	767218.277383	19209.323234
407.00	15.457775	1.153465	767890.246682	19246.449454
408.00	15.427157	1.153420	768560.886250	19283.574940
409.00	15.396536	1.153374	769230.196047	19320.700081
410.00	15.365908	1.153329	769898.175868	19357.825234
411.00	15.335270	1.153283	770564.825357	19394.950721
412.00	15.304619	1.153237	771230.144006	19432.076829
413.00	15.273951	1.153189	771894.131173	19469.203808
414.00	15.243264	1.153141	772556.786086	19506.331871
415.00	15.212556	1.153090	773218.107851	19543.461197
416.00	15.181823	1.153038	773878.095461	19580.591926
417.00	15.151062	1.152984	774536.747798	19617.724161
418.00	15.120273	1.152927	775194.063646	19654.857972
419.00	15.089453	1.152868	775850.041690	19691.993390
420.00	15.058599	1.152805	776504.680524	19729.130414
421.00	15.027709	1.152740	777157.978653	19766.269008
422.00	14.996782	1.152672	777809.934498	19803.409103
423.00	14.965817	1.152600	778460.546398	19840.550601
424.00	14.934810	1.152525	779109.812614	19877.693373
425.00	14.903760	1.152447	779757.731328	19914.837260
426.00	14.872666	1.152366	780404.300648	19951.982079
427.00	14.841526	1.152281	781049.518608	19989.127620
428.00	14.810338	1.152194	781693.383169	20026.273650
429.00	14.779101	1.152103	782335.892223	20063.419915
430.00	14.747813	1.152011	782977.043592	20100.566138
431.00	14.716472	1.151916	783616.835031	20137.712025
432.00	14.685078	1.151818	784255.264232	20174.857262
433.00	14.653628	1.151720	784892.328824	20212.001519
434.00	14.622122	1.151619	785528.026378	20249.144447
435.00	14.590557	1.151518	786162.354413	20286.285685
436.00	14.558935	1.151417	786795.310397	20323.424854
437.00	14.527252	1.151315	787426.891759	20360.561562
438.00	14.495509	1.151213	788057.095891	20397.695405
439.00	14.463705	1.151111	788685.920160	20434.825963
440.00	14.431840	1.151011	789313.361916	20471.952806
441.00	14.399914	1.150911	789939.418504	20509.075488
442.00	14.367927	1.150813	790564.087273	20546.193552
443.00	14.335880	1.150717	791187.365595	20583.306528
444.00	14.303773	1.150623	791809.250872	20620.413934
445.00	14.271609	1.150531	792429.740559	20657.515274
446.00	14.239388	1.150442	793048.832172	20694.610041
447.00	14.207113	1.150355	793666.523315	20731.697716
448.00	14.174786	1.150270	794282.811688	20768.777769
449.00	14.142411	1.150189	794897.695115	20805.849654
450.00	14.109990	1.150111	795511.171555	20842.912819
451.00	14.077528	1.150035	796123.239127	20879.966696
452.00	14.045029	1.149962	796733.896126	20917.010710
453.00	14.012498	1.149892	797343.141042	20954.044271
454.00	13.979939	1.149825	797950.972582	20991.066784
455.00	13.947359	1.149759	798557.389682	21028.077639
456.00	13.914763	1.149696	799162.391530	21065.076220
457.00	13.882157	1.149634	799765.977579	21102.061904
458.00	13.849549	1.149574	800368.147563	21139.034060
459.00	13.816945	1.149514	800968.901513	21175.992052
460.00	13.784352	1.149454	801568.239765	21212.935240
461.00	13.751778	1.149395	802166.162978	21249.862981
462.00	13.719230	1.149334	802762.672139	21286.774627
463.00	13.686718	1.149272	803357.768579	21323.669534
464.00	13.654248	1.149208	803951.453973	21360.547055
465.00	13.621829	1.149141	804543.730356	21397.406547
466.00	13.589469	1.149071	805134.600121	21434.247369
467.00	13.557177	1.148996	805724.066032	21471.068885
468.00	13.524961	1.148916	806312.131220	21507.870467
469.00	13.492831	1.148831	806898.799194	21544.651490
470.00	13.460795	1.148739	807484.073840	21581.411341
471.00	13.428861	1.148639	808067.959421	21618.149415
472.00	13.397038	1.148531	808650.460585	21654.865118
473.00	13.365335	1.148415	809231.582355	21691.557871
474.00	13.333762	1.148288	809811.330139	21728.227108
475.00	13.302326	1.148152	810389.709721	21764.872277
476.00	13.271036	1.148004	810966.727264	21801.492846
477.00	13.239901	1.147844	811542.389306	21838.088301
478.00	13.208929	1.147672	812116.702753	21874.658147
479.00	13.178129	1.147487	812689.674881	21911.201915
480.00	13.147509	1.147288	813261.313323	21947.719156
481.00	13.117077	1.147076	813831.626069	21984.209448
482.00	13.086841	1.146850	814400.621454	22020.672395
483.00	13.056808	1.146608	814968.308154	22057.107627
484.00	13.026987	1.146353	815534.695172	22093.514806
485.00	12.997383	1.146082	816099.791832	22129.893617
486.00	12.968005	1.145796	816663.607767	22166.243780
487.00	12.938859	1.145494	817226.152905	22202.565043
488.00	12.909952	1.145178	817787.437461	22238.857182
489.00	12.881289	1.144846	818347.471924	22275.120006
490.00	12.852876	1.144500	818906.267038	22311.353351
491.00	12.824719	1.144138	819463.833800	22347.557080
492.00	12.796824	1.143762	820020.183433	22383.731087
493.00	12.769194	1.143370	820575.327385	22419.875291
494.00	12.741835	1.142965	821129.277305	22455.989637
495.00	12.714751	1.142545	821682.045039	22492.074095
496.00	12.687946	1.142112	822233.642610	22528.128659
497.00	12.661423	1.141665	822784.082205	22564.153346
498.00	12.635186	1.141206	823333.376169	22600.148194
499.00	12.609238	1.140733	823881.536984	22636.113265
500.00	12.583582	1.140249	824428.577262	22672.048637
501.00	12.558220	1.139753	824974.509729	22707.954409
502.00	12.533155	1.139247	825519.347218	22743.830696
503.00	12.508388	1.138729	826063.102652	22779.677630
504.00	12.483922	1.138202	826605.789033	22815.495355
505.00	12.459757	1.137666	827147.419431	22851.284030
506.00	12.435895	1.137121	827688.006970	22887.043825
507.00	12.412337	1.136569	828227.564814	22922.774916
508.00	12.389082	1.136009	828766.106152	22958.477488
509.00	12.366132	1.135442	829303.644187	22994.151729
510.00	12.343485	1.134869	829840.192115	23029.797831
511.00	12.321141	1.134290	830375.763113	23065.415983
512.00	12.299099	1.133706	830910.370318	23101.006373
513.00	12.277358	1.133117	831444.026809	23136.569184
514.00	12.255915	1.132525	831976.745588	23172.104594
515.00	12.234768	1.131928	832508.539555	23207.612769
516.00	12.213913	1.131328	833039.421494	23243.093865
517.00	12.193348	1.130726	833569.404041	23278.548027
518.00	12.173068	1.130120	834098.499665	23313.975383
519.00	12.153068	1.129512	834626.720642	23349.376044
520.00	12.133343	1.128903	835154.079032	23384.750107
521.00	12.113887	1.128291	835680.586646	23420.097646
522.00	12.094694	1.127678	836206.255031	23455.418719
523.00	12.075756	1.127064	836731.095433	23490.713363
524.00	12.057066	1.126449	837255.118778	23525.981590
525.00	12.038616	1.125833	837778.335645	23561.223396
526.00	12.020395	1.125216	838300.756242	23596.438750
527.00	12.002397	1.124599	838822.390378	23631.627601
528.00	11.984609	1.123981	839343.247445	23666.789876
529.00	11.967023	1.123363	839863.336394	23701.925477
530.00	11.949626	1.122744	840382.665718	23737.034286
531.00	11.932409	1.122125	840901.243427	23772.116164
532.00	11.915358	1.121506	841419.077038	23807.170950
533.00	11.898463	1.120887	841936.173561	23842.198463
534.00	11.881712	1.120267	842452.539480	23877.198502
535.00	11.865091	1.119647	842968.180750	23912.170847
