t / fs	F(t)*F(0) / (kcal/mole/A)^2	err[F(t)*F(0)] / (kcal/mole/A)^2	lambda / N*s/m^3	err[lambda] / N*s/m^3
7471.00	-0.136706	1.038842	-26375.663616	38506.770227
7472.00	-0.128839	1.038067	-26381.429696	38506.203727
7473.00	-0.121095	1.037329	-26386.856789	38505.653485
7474.00	-0.113479	1.036628	-26391.950359	38505.119349
7475.00	-0.106000	1.035968	-26396.716172	38504.601162
7476.00	-0.098664	1.035348	-26401.160277	38504.098766
7477.00	-0.091476	1.034771	-26405.288990	38503.612000
7478.00	-0.084441	1.034239	-26409.108869	38503.140704
7479.00	-0.077565	1.033752	-26412.626700	38502.684712
7480.00	-0.070853	1.033312	-26415.849472	38502.243863
7481.00	-0.064307	1.032920	-26418.784360	38501.817992
7482.00	-0.057933	1.032577	-26421.438708	38501.406938
7483.00	-0.051733	1.032284	-26423.820002	38501.010542
7484.00	-0.045709	1.032042	-26425.935859	38500.628645
7485.00	-0.039864	1.031852	-26427.794001	38500.261097
7486.00	-0.034200	1.031714	-26429.402238	38499.907750
7487.00	-0.028718	1.031628	-26430.768445	38499.568464
7488.00	-0.023419	1.031595	-26431.900545	38499.243109
7489.00	-0.018303	1.031616	-26432.806489	38498.931564
7490.00	-0.013370	1.031689	-26433.494231	38498.633722
7491.00	-0.008620	1.031815	-26433.971713	38498.349490
7492.00	-0.004051	1.031994	-26434.246843	38498.078789
7493.00	0.000338	1.032226	-26434.327473	38497.821560
7494.00	0.004548	1.032508	-26434.221377	38497.577761
7495.00	0.008583	1.032843	-26433.936232	38497.347370
7496.00	0.012446	1.033227	-26433.479599	38497.130384
7497.00	0.016139	1.033661	-26432.858897	38496.926820
7498.00	0.019668	1.034143	-26432.081383	38496.736716
7499.00	0.023035	1.034673	-26431.154134	38496.560131
7500.00	0.026247	1.035248	-26430.084021	38496.397141
7501.00	0.029308	1.035869	-26428.877694	38496.247844
7502.00	0.032225	1.036532	-26427.541556	38496.112352
7503.00	0.035004	1.037237	-26426.081744	38495.990794
7504.00	0.037651	1.037982	-26424.504111	38495.883312
7505.00	0.040174	1.038765	-26422.814205	38495.790057
7506.00	0.042581	1.039584	-26421.017250	38495.711189
7507.00	0.044879	1.040438	-26419.118128	38495.646872
7508.00	0.047078	1.041324	-26417.121364	38495.597274
7509.00	0.049185	1.042241	-26415.031108	38495.562557
7510.00	0.051210	1.043186	-26412.851120	38495.542881
7511.00	0.053163	1.044158	-26410.584760	38495.538394
7512.00	0.055052	1.045155	-26408.234976	38495.549234
7513.00	0.056888	1.046174	-26405.804294	38495.575522
7514.00	0.058681	1.047213	-26403.294812	38495.617357
7515.00	0.060440	1.048271	-26400.708200	38495.674815
7516.00	0.062176	1.049345	-26398.045691	38495.747945
7517.00	0.063898	1.050434	-26395.308091	38495.836765
7518.00	0.065617	1.051534	-26392.495776	38495.941261
7519.00	0.067341	1.052646	-26389.608702	38496.061382
7520.00	0.069081	1.053766	-26386.646419	38496.197042
7521.00	0.070844	1.054892	-26383.608078	38496.348112
7522.00	0.072640	1.056024	-26380.492449	38496.514423
7523.00	0.074477	1.057158	-26377.297940	38496.695763
7524.00	0.076362	1.058294	-26374.022617	38496.891875
7525.00	0.078302	1.059429	-26370.664224	38497.102459
7526.00	0.080305	1.060563	-26367.220207	38497.327167
7527.00	0.082376	1.061693	-26363.687744	38497.565607
7528.00	0.084520	1.062818	-26360.063762	38497.817339
7529.00	0.086742	1.063937	-26356.344973	38498.081879
7530.00	0.089046	1.065048	-26352.527892	38498.358698
7531.00	0.091436	1.066149	-26348.608870	38498.647227
7532.00	0.093915	1.067241	-26344.584115	38498.946854
7533.00	0.096486	1.068321	-26340.449720	38499.256924
7534.00	0.099149	1.069389	-26336.201685	38499.576749
7535.00	0.101907	1.070444	-26331.835938	38499.905602
7536.00	0.104760	1.071484	-26327.348355	38500.242727
7537.00	0.107709	1.072510	-26322.734780	38500.587336
7538.00	0.110754	1.073520	-26317.991042	38500.938615
7539.00	0.113896	1.074513	-26313.112964	38501.295726
7540.00	0.117133	1.075490	-26308.096380	38501.657812
7541.00	0.120465	1.076449	-26302.937144	38502.024001
7542.00	0.123892	1.077391	-26297.631136	38502.393407
7543.00	0.127413	1.078315	-26292.174270	38502.765136
7544.00	0.131026	1.079220	-26286.562499	38503.138290
7545.00	0.134731	1.080107	-26280.791818	38503.511972
7546.00	0.138527	1.080976	-26274.858264	38503.885287
7547.00	0.142412	1.081825	-26268.757919	38504.257349
7548.00	0.146386	1.082656	-26262.486910	38504.627285
7549.00	0.150448	1.083468	-26256.041406	38504.994234
7550.00	0.154597	1.084262	-26249.417619	38505.357354
7551.00	0.158831	1.085036	-26242.611804	38505.715828
7552.00	0.163150	1.085793	-26235.620255	38506.068863
7553.00	0.167554	1.086531	-26228.439305	38506.415697
7554.00	0.172040	1.087251	-26221.065330	38506.755600
7555.00	0.176608	1.087953	-26213.494741	38507.087879
7556.00	0.181258	1.088637	-26205.723992	38507.411880
7557.00	0.185988	1.089304	-26197.749579	38507.726989
7558.00	0.190796	1.089954	-26189.568042	38508.032638
7559.00	0.195683	1.090586	-26181.175968	38508.328307
7560.00	0.200647	1.091202	-26172.569993	38508.613523
7561.00	0.205686	1.091800	-26163.746811	38508.887865
7562.00	0.210800	1.092383	-26154.703174	38509.150963
7563.00	0.215985	1.092949	-26145.435902	38509.402503
7564.00	0.221242	1.093498	-26135.941888	38509.642225
7565.00	0.226567	1.094032	-26126.218103	38509.869926
7566.00	0.231959	1.094550	-26116.261606	38510.085459
7567.00	0.237415	1.095053	-26106.069549	38510.288736
7568.00	0.242934	1.095540	-26095.639187	38510.479726
7569.00	0.248511	1.096011	-26084.967884	38510.658457
7570.00	0.254146	1.096467	-26074.053119	38510.825011
7571.00	0.259834	1.096909	-26062.892499	38510.979527
7572.00	0.265572	1.097334	-26051.483757	38511.122201
7573.00	0.271358	1.097745	-26039.824767	38511.253279
7574.00	0.277189	1.098141	-26027.913544	38511.373061
7575.00	0.283059	1.098522	-26015.748252	38511.481895
7576.00	0.288967	1.098888	-26003.327203	38511.580176
7577.00	0.294908	1.099239	-25990.648868	38511.668346
7578.00	0.300879	1.099575	-25977.711875	38511.746890
7579.00	0.306876	1.099896	-25964.515010	38511.816333
7580.00	0.312895	1.100201	-25951.057221	38511.877238
7581.00	0.318933	1.100492	-25937.337618	38511.930204
7582.00	0.324986	1.100768	-25923.355475	38511.975866
7583.00	0.331050	1.101028	-25909.110224	38512.014888
7584.00	0.337121	1.101273	-25894.601463	38512.047967
7585.00	0.343197	1.101503	-25879.828949	38512.075822
7586.00	0.349272	1.101718	-25864.792604	38512.099200
7587.00	0.355343	1.101918	-25849.492510	38512.118869
7588.00	0.361407	1.102102	-25833.928914	38512.135615
7589.00	0.367459	1.102271	-25818.102226	38512.150246
7590.00	0.373496	1.102425	-25802.013022	38512.163582
7591.00	0.379514	1.102563	-25785.662047	38512.176459
7592.00	0.385509	1.102687	-25769.050219	38512.189723
7593.00	0.391477	1.102795	-25752.178632	38512.204228
7594.00	0.397413	1.102888	-25735.048561	38512.220834
7595.00	0.403314	1.102966	-25717.661469	38512.240407
7596.00	0.409174	1.103029	-25700.019013	38512.263812
7597.00	0.414988	1.103077	-25682.123050	38512.291915
7598.00	0.420753	1.103110	-25663.975645	38512.325581
7599.00	0.426463	1.103128	-25645.579081	38512.365670
7600.00	0.432112	1.103132	-25626.935861	38512.413038
7601.00	0.437696	1.103120	-25608.048724	38512.468534
7602.00	0.443208	1.103093	-25588.920643	38512.532996
7603.00	0.448644	1.103051	-25569.554841	38512.607256
7604.00	0.453996	1.102994	-25549.954789	38512.692134
7605.00	0.459260	1.102923	-25530.124214	38512.788437
7606.00	0.464429	1.102835	-25510.067103	38512.896962
7607.00	0.469497	1.102733	-25489.787701	38513.018490
7608.00	0.474459	1.102615	-25469.290513	38513.153788
7609.00	0.479308	1.102482	-25448.580298	38513.303607
7610.00	0.484038	1.102333	-25427.662069	38513.468682
7611.00	0.488645	1.102168	-25406.541079	38513.649731
7612.00	0.493124	1.101987	-25385.222812	38513.847454
7613.00	0.497468	1.101790	-25363.712970	38514.062534
7614.00	0.501674	1.101577	-25342.017456	38514.295633
7615.00	0.505739	1.101347	-25320.142353	38514.547393
7616.00	0.509658	1.101101	-25298.093902	38514.818437
7617.00	0.513428	1.100838	-25275.878477	38515.109363
7618.00	0.517049	1.100559	-25253.502551	38515.420749
7619.00	0.520518	1.100262	-25230.972673	38515.753149
7620.00	0.523836	1.099949	-25208.295426	38516.107093
7621.00	0.527002	1.099618	-25185.477395	38516.483085
7622.00	0.530018	1.099271	-25162.525131	38516.881603
7623.00	0.532886	1.098906	-25139.445106	38517.303096
7624.00	0.535609	1.098524	-25116.243678	38517.747987
7625.00	0.538191	1.098125	-25092.927048	38518.216668
7626.00	0.540638	1.097709	-25069.501217	38518.709498
7627.00	0.542955	1.097275	-25045.971951	38519.226810
7628.00	0.545149	1.096824	-25022.344734	38519.768902
7629.00	0.547227	1.096355	-24998.624737	38520.336039
7630.00	0.549200	1.095869	-24974.816772	38520.928452
7631.00	0.551075	1.095364	-24950.925266	38521.546341
7632.00	0.552863	1.094842	-24926.954221	38522.189868
7633.00	0.554574	1.094301	-24902.907188	38522.859162
7634.00	0.556221	1.093741	-24878.787240	38523.554318
7635.00	0.557814	1.093163	-24854.596948	38524.275399
7636.00	0.559366	1.092566	-24830.338357	38525.022435
7637.00	0.560890	1.091948	-24806.012972	38525.795424
7638.00	0.562398	1.091311	-24781.621744	38526.594330
7639.00	0.563904	1.090654	-24757.165059	38527.419088
7640.00	0.565421	1.089975	-24732.642729	38528.269604
7641.00	0.566963	1.089276	-24708.053992	38529.145755
7642.00	0.568541	1.088554	-24683.397503	38530.047391
7643.00	0.570171	1.087811	-24658.671345	38530.974333
7644.00	0.571865	1.087044	-24633.873025	38531.926380
7645.00	0.573635	1.086255	-24608.999489	38532.903302
7646.00	0.575495	1.085442	-24584.047125	38533.904847
7647.00	0.577457	1.084605	-24559.011777	38534.930740
7648.00	0.579532	1.083744	-24533.888763	38535.980681
7649.00	0.581733	1.082859	-24508.672881	38537.054351
7650.00	0.584071	1.081949	-24483.358438	38538.151406
7651.00	0.586557	1.081014	-24457.939259	38539.271486
7652.00	0.589200	1.080054	-24432.408714	38540.414208
7653.00	0.592011	1.079070	-24406.759735	38541.579173
7654.00	0.594999	1.078061	-24380.984843	38542.765962
7655.00	0.598172	1.077027	-24355.076168	38543.974141
7656.00	0.601539	1.075970	-24329.025478	38545.203258
7657.00	0.605107	1.074888	-24302.824198	38546.452845
7658.00	0.608883	1.073783	-24276.463444	38547.722419
7659.00	0.612874	1.072656	-24249.934040	38549.011481
7660.00	0.617085	1.071506	-24223.226554	38550.319519
7661.00	0.621520	1.070335	-24196.331318	38551.646006
7662.00	0.626186	1.069144	-24169.238459	38552.990402
7663.00	0.631084	1.067934	-24141.937929	38554.352152
7664.00	0.636219	1.066705	-24114.419529	38555.730691
7665.00	0.641593	1.065458	-24086.672941	38557.125436
7666.00	0.647207	1.064196	-24058.687758	38558.535794
7667.00	0.653063	1.062918	-24030.453514	38559.961160
7668.00	0.659161	1.061626	-24001.959712	38561.400915
7669.00	0.665500	1.060322	-23973.195863	38562.854432
7670.00	0.672079	1.059007	-23944.151511	38564.321074
7671.00	0.678896	1.057681	-23914.816270	38565.800193
7672.00	0.685948	1.056347	-23885.179863	38567.291135
7673.00	0.693232	1.055005	-23855.232147	38568.793240
7674.00	0.700744	1.053657	-23824.963161	38570.305842
7675.00	0.708477	1.052304	-23794.363154	38571.828270
7676.00	0.716426	1.050947	-23763.422626	38573.359850
7677.00	0.724583	1.049588	-23732.132365	38574.899907
7678.00	0.732941	1.048227	-23700.483484	38576.447767
7679.00	0.741491	1.046865	-23668.467462	38578.002755
7680.00	0.750223	1.045504	-23636.076172	38579.564197
7681.00	0.759127	1.044145	-23603.301927	38581.131424
7682.00	0.768192	1.042788	-23570.137506	38582.703775
7683.00	0.777405	1.041434	-23536.576193	38584.280592
7684.00	0.786755	1.040085	-23502.611801	38585.861230
7685.00	0.796227	1.038740	-23468.238706	38587.445050
7686.00	0.805809	1.037400	-23433.451867	38589.031427
7687.00	0.815486	1.036067	-23398.246848	38590.619746
7688.00	0.825243	1.034740	-23362.619839	38592.209409
7689.00	0.835066	1.033421	-23326.567665	38593.799832
7690.00	0.844940	1.032108	-23290.087800	38595.390449
7691.00	0.854849	1.030804	-23253.178370	38596.980713
7692.00	0.864778	1.029508	-23215.838154	38598.570098
7693.00	0.874714	1.028220	-23178.066581	38600.158100
7694.00	0.884640	1.026941	-23139.863722	38601.744236
7695.00	0.894544	1.025671	-23101.230279	38603.328050
7696.00	0.904410	1.024410	-23062.167567	38604.909112
7697.00	0.914225	1.023158	-23022.677494	38606.487020
7698.00	0.923977	1.021916	-22982.762541	38608.061401
7699.00	0.933653	1.020683	-22942.425732	38609.631911
7700.00	0.943241	1.019460	-22901.670607	38611.198235
7701.00	0.952732	1.018246	-22860.501193	38612.760091
7702.00	0.962114	1.017043	-22818.921966	38614.317227
7703.00	0.971379	1.015849	-22776.937826	38615.869424
7704.00	0.980518	1.014665	-22734.554056	38617.416493
7705.00	0.989524	1.013491	-22691.776291	38618.958277
7706.00	0.998389	1.012327	-22648.610487	38620.494649
7707.00	1.007107	1.011173	-22605.062884	38622.025513
7708.00	1.015673	1.010030	-22561.139980	38623.550799
7709.00	1.024081	1.008896	-22516.848501	38625.070467
7710.00	1.032328	1.007772	-22472.195372	38626.584502
7711.00	1.040409	1.006659	-22427.187697	38628.092915
7712.00	1.048321	1.005556	-22381.832736	38629.595741
7713.00	1.056062	1.004464	-22336.137886	38631.093036
7714.00	1.063628	1.003382	-22290.110667	38632.584874
7715.00	1.071017	1.002310	-22243.758708	38634.071346
7716.00	1.078227	1.001250	-22197.089736	38635.552557
7717.00	1.085256	1.000200	-22150.111571	38637.028624
7718.00	1.092102	0.999161	-22102.832122	38638.499673
7719.00	1.098763	0.998134	-22055.259377	38639.965834
7720.00	1.105238	0.997117	-22007.401408	38641.427238
7721.00	1.111523	0.996113	-21959.266368	38642.884015
7722.00	1.117618	0.995120	-21910.862492	38644.336289
7723.00	1.123521	0.994138	-21862.198098	38645.784177
7724.00	1.129229	0.993169	-21813.281587	38647.227786
7725.00	1.134741	0.992212	-21764.121446	38648.667209
7726.00	1.140054	0.991267	-21714.726242	38650.102528
7727.00	1.145168	0.990335	-21665.104628	38651.533804
7728.00	1.150079	0.989416	-21615.265331	38652.961087
7729.00	1.154787	0.988509	-21565.217156	38654.384403
7730.00	1.159290	0.987615	-21514.968969	38655.803765
7731.00	1.163587	0.986735	-21464.529692	38657.219165
7732.00	1.167678	0.985867	-21413.908289	38658.630576
7733.00	1.171561	0.985014	-21363.113750	38660.037951
7734.00	1.175237	0.984173	-21312.155072	38661.441224
7735.00	1.178706	0.983347	-21261.041241	38662.840308
7736.00	1.181970	0.982534	-21209.781205	38664.235100
7737.00	1.185030	0.981735	-21158.383850	38665.625472
7738.00	1.187889	0.980950	-21106.857974	38667.011279
7739.00	1.190549	0.980179	-21055.212256	38668.392356
7740.00	1.193015	0.979422	-21003.455226	38669.768518
7741.00	1.195291	0.978679	-20951.595238	38671.139560
7742.00	1.197382	0.977951	-20899.640430	38672.505263
7743.00	1.199294	0.977237	-20847.598703	38673.865386
7744.00	1.201033	0.976538	-20795.477683	38675.219674
7745.00	1.202608	0.975854	-20743.284691	38676.567856
7746.00	1.204026	0.975185	-20691.026720	38677.909643
7747.00	1.205295	0.974531	-20638.710400	38679.244735
7748.00	1.206425	0.973893	-20586.341980	38680.572819
7749.00	1.207426	0.973270	-20533.927298	38681.893569
7750.00	1.208307	0.972664	-20481.471765	38683.206652
7751.00	1.209078	0.972074	-20428.980341	38684.511727
7752.00	1.209752	0.971500	-20376.457527	38685.808445
7753.00	1.210339	0.970943	-20323.907345	38687.096452
7754.00	1.210850	0.970404	-20271.333332	38688.375391
7755.00	1.211296	0.969883	-20218.738534	38689.644906
7756.00	1.211690	0.969379	-20166.125499	38690.904637
7757.00	1.212041	0.968895	-20113.496277	38692.154229
7758.00	1.212363	0.968429	-20060.852428	38693.393328
7759.00	1.212666	0.967983	-20008.195018	38694.621590
7760.00	1.212961	0.967557	-19955.524635	38695.838676
7761.00	1.213258	0.967151	-19902.841398	38697.044259
7762.00	1.213568	0.966766	-19850.144968	38698.238024
7763.00	1.213901	0.966402	-19797.434564	38699.419671
7764.00	1.214267	0.966060	-19744.708984	38700.588914
7765.00	1.214674	0.965740	-19691.966622	38701.745489
7766.00	1.215132	0.965442	-19639.205490	38702.889150
7767.00	1.215647	0.965168	-19586.423241	38704.019677
7768.00	1.216228	0.964917	-19533.617193	38705.136873
7769.00	1.216881	0.964690	-19480.784354	38706.240568
7770.00	1.217612	0.964486	-19427.921447	38707.330622
7771.00	1.218428	0.964307	-19375.024939	38708.406924
7772.00	1.219333	0.964153	-19322.091064	38709.469395
7773.00	1.220332	0.964023	-19269.115849	38710.517990
7774.00	1.221428	0.963917	-19216.095144	38711.552699
7775.00	1.222625	0.963837	-19163.024647	38712.573549
7776.00	1.223925	0.963782	-19109.899926	38713.580604
7777.00	1.225331	0.963751	-19056.716448	38714.573970
7778.00	1.226844	0.963745	-19003.469599	38715.553787
7779.00	1.228464	0.963763	-18950.154714	38716.520242
7780.00	1.230193	0.963806	-18896.767091	38717.473559
7781.00	1.232031	0.963873	-18843.302020	38718.414007
7782.00	1.233977	0.963963	-18789.754798	38719.341895
7783.00	1.236030	0.964077	-18736.120750	38720.257578
7784.00	1.238188	0.964214	-18682.395248	38721.161450
7785.00	1.240452	0.964373	-18628.573724	38722.053952
7786.00	1.242817	0.964555	-18574.651689	38722.935565
7787.00	1.245283	0.964758	-18520.624742	38723.806816
7788.00	1.247847	0.964982	-18466.488587	38724.668270
7789.00	1.250505	0.965227	-18412.239038	38725.520534
7790.00	1.253256	0.965492	-18357.872035	38726.364254
7791.00	1.256095	0.965775	-18303.383647	38727.200113
7792.00	1.259021	0.966078	-18248.770080	38728.028830
7793.00	1.262028	0.966398	-18194.027685	38728.851156
7794.00	1.265115	0.966735	-18139.152962	38729.667874
7795.00	1.268277	0.967089	-18084.142561	38730.479795
7796.00	1.271510	0.967459	-18028.993292	38731.287751
7797.00	1.274812	0.967844	-17973.702120	38732.092599
7798.00	1.278177	0.968243	-17918.266178	38732.895209
7799.00	1.281603	0.968656	-17862.682763	38733.696466
7800.00	1.285085	0.969082	-17806.949343	38734.497267
7801.00	1.288620	0.969520	-17751.063559	38735.298512
7802.00	1.292203	0.969970	-17695.023233	38736.101105
7803.00	1.295829	0.970430	-17638.826369	38736.905948
7804.00	1.299495	0.970901	-17582.471161	38737.713936
7805.00	1.303195	0.971380	-17525.956001	38738.525958
7806.00	1.306926	0.971869	-17469.279485	38739.342887
7807.00	1.310681	0.972365	-17412.440424	38740.165582
7808.00	1.314456	0.972867	-17355.437851	38740.994880
7809.00	1.318245	0.973377	-17298.271035	38741.831600
7810.00	1.322042	0.973891	-17240.939489	38742.676534
7811.00	1.325842	0.974410	-17183.442986	38743.530447
7812.00	1.329637	0.974933	-17125.781568	38744.394075
7813.00	1.333421	0.975458	-17067.955562	38745.268123
7814.00	1.337188	0.975986	-17009.965593	38746.153260
7815.00	1.340929	0.976514	-16951.812596	38747.050122
7816.00	1.344638	0.977043	-16893.497836	38747.959305
7817.00	1.348305	0.977571	-16835.022912	38748.881369
7818.00	1.351924	0.978098	-16776.389779	38749.816833
7819.00	1.355484	0.978622	-16717.600758	38750.766174
7820.00	1.358978	0.979142	-16658.658547	38751.729827
7821.00	1.362397	0.979658	-16599.566234	38752.708185
7822.00	1.365730	0.980168	-16540.327308	38753.701597
7823.00	1.368969	0.980672	-16480.945668	38754.710368
7824.00	1.372104	0.981168	-16421.425630	38755.734753
7825.00	1.375125	0.981656	-16361.771937	38756.774964
7826.00	1.378021	0.982134	-16301.989763	38757.831166
7827.00	1.380783	0.982602	-16242.084712	38758.903473
7828.00	1.383402	0.983058	-16182.062828	38759.991953
7829.00	1.385866	0.983503	-16121.930589	38761.096622
7830.00	1.388165	0.983934	-16061.694909	38762.217448
7831.00	1.390291	0.984353	-16001.363130	38763.354345
7832.00	1.392233	0.984756	-15940.943021	38764.507181
7833.00	1.393982	0.985145	-15880.442768	38765.675770
7834.00	1.395528	0.985519	-15819.870965	38766.859878
7835.00	1.396863	0.985877	-15759.236599	38768.059218
7836.00	1.397978	0.986219	-15698.549041	38769.273455
7837.00	1.398864	0.986544	-15637.818031	38770.502205
7838.00	1.399515	0.986853	-15577.053651	38771.745038
7839.00	1.399922	0.987145	-15516.266316	38773.001474
7840.00	1.400078	0.987421	-15455.466747	38774.270990
7841.00	1.399978	0.987681	-15394.665945	38775.553018
7842.00	1.399616	0.987924	-15333.875171	38776.846950
7843.00	1.398987	0.988151	-15273.105915	38778.152139
7844.00	1.398087	0.988364	-15212.369869	38779.467900
7845.00	1.396912	0.988562	-15151.678896	38780.793518
7846.00	1.395458	0.988745	-15091.044999	38782.128246
7847.00	1.393725	0.988916	-15030.480288	38783.471311
7848.00	1.391711	0.989074	-14969.996946	38784.821919
7849.00	1.389415	0.989221	-14909.607197	38786.179253
7850.00	1.386838	0.989358	-14849.323264	38787.542483
7851.00	1.383981	0.989486	-14789.157340	38788.910766
7852.00	1.380845	0.989605	-14729.121546	38790.283253
7853.00	1.377434	0.989718	-14669.227897	38791.659090
7854.00	1.373752	0.989826	-14609.488263	38793.037426
7855.00	1.369803	0.989929	-14549.914331	38794.417412
7856.00	1.365593	0.990029	-14490.517571	38795.798209
7857.00	1.361128	0.990128	-14431.309195	38797.178990
7858.00	1.356414	0.990227	-14372.300127	38798.558946
7859.00	1.351461	0.990327	-14313.500963	38799.937288
7860.00	1.346276	0.990431	-14254.921941	38801.313251
7861.00	1.340869	0.990538	-14196.572910	38802.686097
7862.00	1.335250	0.990651	-14138.463298	38804.055121
7863.00	1.329429	0.990772	-14080.602089	38805.419650
7864.00	1.323418	0.990901	-14022.997792	38806.779049
7865.00	1.317229	0.991041	-13965.658427	38808.132723
7866.00	1.310872	0.991192	-13908.591498	38809.480121
7867.00	1.304361	0.991357	-13851.803983	38810.820734
7868.00	1.297708	0.991536	-13795.302319	38812.154101
7869.00	1.290925	0.991731	-13739.092392	38813.479808
7870.00	1.284027	0.991943	-13683.179531	38814.797493
7871.00	1.277025	0.992175	-13627.568506	38816.106844
7872.00	1.269933	0.992426	-13572.263529	38817.407600
7873.00	1.262762	0.992699	-13517.268256	38818.699556
7874.00	1.255527	0.992994	-13462.585793	38819.982556
7875.00	1.248238	0.993313	-13408.218710	38821.256503
7876.00	1.240908	0.993657	-13354.169048	38822.521348
7877.00	1.233550	0.994028	-13300.438334	38823.777100
7878.00	1.226172	0.994425	-13247.027600	38825.023817
7879.00	1.218788	0.994851	-13193.937396	38826.261610
7880.00	1.211407	0.995306	-13141.167816	38827.490639
7881.00	1.204039	0.995790	-13088.718510	38828.711114
7882.00	1.196693	0.996304	-13036.588710	38829.923287
7883.00	1.189378	0.996849	-12984.777249	38831.127458
7884.00	1.182103	0.997426	-12933.282580	38832.323966
7885.00	1.174877	0.998034	-12882.102799	38833.513189
7886.00	1.167705	0.998673	-12831.235660	38834.695544
7887.00	1.160597	0.999344	-12780.678598	38835.871477
7888.00	1.153558	1.000047	-12730.428743	38837.041468
7889.00	1.146594	1.000781	-12680.482935	38838.206024
7890.00	1.139713	1.001547	-12630.837742	38839.365673
7891.00	1.132920	1.002343	-12581.489467	38840.520970
7892.00	1.126221	1.003169	-12532.434166	38841.672485
7893.00	1.119621	1.004024	-12483.667650	38842.820805
7894.00	1.113125	1.004908	-12435.185496	38843.966528
7895.00	1.106739	1.005819	-12386.983054	38845.110263
7896.00	1.100468	1.006757	-12339.055448	38846.252624
7897.00	1.094317	1.007721	-12291.397582	38847.394230
7898.00	1.088291	1.008709	-12244.004140	38848.535701
7899.00	1.082394	1.009721	-12196.869588	38849.677657
7900.00	1.076633	1.010754	-12149.988174	38850.820717
7901.00	1.071012	1.011809	-12103.353927	38851.965495
7902.00	1.065535	1.012882	-12056.960656	38853.112602
7903.00	1.060209	1.013974	-12010.801951	38854.262642
7904.00	1.055038	1.015082	-11964.871178	38855.416213
7905.00	1.050028	1.016206	-11919.161485	38856.573908
7906.00	1.045183	1.017343	-11873.665792	38857.736308
7907.00	1.040509	1.018493	-11828.376802	38858.903987
7908.00	1.036010	1.019654	-11783.286993	38860.077508
7909.00	1.031692	1.020824	-11738.388625	38861.257422
7910.00	1.027560	1.022003	-11693.673742	38862.444265
7911.00	1.023619	1.023188	-11649.134173	38863.638561
7912.00	1.019872	1.024378	-11604.761537	38864.840814
7913.00	1.016326	1.025571	-11560.547251	38866.051510
7914.00	1.012984	1.026767	-11516.482533	38867.271119
7915.00	1.009851	1.027963	-11472.558407	38868.500084
7916.00	1.006931	1.029158	-11428.765712	38869.738826
7917.00	1.004229	1.030350	-11385.095111	38870.987740
7918.00	1.001747	1.031538	-11341.537095	38872.247196
7919.00	0.999489	1.032720	-11298.081996	38873.517530
7920.00	0.997459	1.033894	-11254.719990	38874.799052
7921.00	0.995661	1.035059	-11211.441112	38876.092034
7922.00	0.994096	1.036212	-11168.235261	38877.396717
7923.00	0.992769	1.037353	-11125.092209	38878.713304
7924.00	0.991680	1.038479	-11082.001615	38880.041965
7925.00	0.990834	1.039589	-11038.953026	38881.382829
7926.00	0.990232	1.040681	-10995.935895	38882.735988
7927.00	0.989875	1.041753	-10952.939583	38884.101497
7928.00	0.989767	1.042803	-10909.953368	38885.479369
7929.00	0.989907	1.043831	-10866.966459	38886.869576
7930.00	0.990299	1.044833	-10823.967995	38888.272047
7931.00	0.990942	1.045810	-10780.947060	38889.686673
7932.00	0.991839	1.046758	-10737.892683	38891.113299
7933.00	0.992990	1.047676	-10694.793850	38892.551730
7934.00	0.994395	1.048564	-10651.639508	38894.001727
7935.00	0.996057	1.049420	-10608.418567	38895.463007
7936.00	0.997974	1.050241	-10565.119909	38896.935245
7937.00	1.000149	1.051028	-10521.732390	38898.418067
7938.00	1.002581	1.051779	-10478.244846	38899.911058
7939.00	1.005270	1.052493	-10434.646093	38901.413758
7940.00	1.008218	1.053168	-10390.924936	38902.925666
7941.00	1.011424	1.053805	-10347.070169	38904.446235
7942.00	1.014887	1.054402	-10303.070579	38905.974879
7943.00	1.018610	1.054958	-10258.914953	38907.510974
7944.00	1.022590	1.055474	-10214.592079	38909.053855
7945.00	1.026828	1.055949	-10170.090753	38910.602822
7946.00	1.031323	1.056383	-10125.399783	38912.157143
7947.00	1.036076	1.056775	-10080.508001	38913.716054
7948.00	1.041084	1.057126	-10035.404265	38915.278761
7949.00	1.046348	1.057435	-9990.077475	38916.844443
7950.00	1.051866	1.057704	-9944.516576	38918.412256
7951.00	1.057636	1.057931	-9898.710579	38919.981334
7952.00	1.063656	1.058119	-9852.648571	38921.550792
7953.00	1.069924	1.058267	-9806.319729	38923.119731
7954.00	1.076438	1.058376	-9759.713344	38924.687239
7955.00	1.083193	1.058447	-9712.818831	38926.252392
7956.00	1.090187	1.058480	-9665.625760	38927.814259
7957.00	1.097415	1.058478	-9618.123870	38929.371905
7958.00	1.104873	1.058439	-9570.303096	38930.924390
7959.00	1.112554	1.058366	-9522.153591	38932.470775
7960.00	1.120454	1.058260	-9473.665756	38934.010125
7961.00	1.128565	1.058121	-9424.830259	38935.541507
7962.00	1.136881	1.057952	-9375.638065	38937.063996
7963.00	1.145393	1.057752	-9326.080462	38938.576676
7964.00	1.154094	1.057524	-9276.149085	38940.078639
7965.00	1.162975	1.057269	-9225.835942	38941.568995
7966.00	1.172025	1.056987	-9175.133439	38943.046862
