LAMMPS data file via write_data, version 23 Jun 2022, timestep = 1000000

6480 atoms
4 atom types
2160 bonds
1 bond types
1080 angles
1 angle types

0 36.62999296232398 xlo xhi
0 36.62999296232398 ylo yhi
0 152.294 zlo zhi

Masses

1 15.9994
2 1.008
3 196.966553
4 196.966553

Atoms # full

6491 2161 3 0 0 8.14000000356995 25.10526257581625 0 0 0
6492 2161 3 0 0 8.14000000356995 29.175262577654244 0 0 0
6536 2161 3 0 4.070000001790267 8.14000000356995 25.10526257581625 0 0 0
6537 2161 3 0 4.070000001790267 8.14000000356995 29.175262577654244 0 0 0
6891 2161 3 0 0 6.105000002677463 27.140262576761785 0 0 0
6936 2161 3 0 4.070000001790267 6.105000002677463 27.140262576761785 0 0 0
7301 2161 3 0 2.03500000089778 8.14000000356995 27.140262576761785 0 0 0
7701 2161 3 0 2.03500000089778 6.105000002677463 25.10526257581625 0 0 0
7702 2161 3 0 2.03500000089778 6.105000002677463 29.175262577654244 0 0 0
7697 2161 3 0 2.03500000089778 2.03500000089778 29.175262577654244 0 0 0
7696 2161 3 0 2.03500000089778 2.03500000089778 25.10526257581625 0 0 0
7296 2161 3 0 2.03500000089778 4.070000001790267 27.140262576761785 0 0 0
7291 2161 3 0 2.03500000089778 0 27.140262576761785 0 0 0
6931 2161 3 0 4.070000001790267 2.03500000089778 27.140262576761785 0 0 0
6886 2161 3 0 0 2.03500000089778 27.140262576761785 0 0 0
6532 2161 3 0 4.070000001790267 4.070000001790267 29.175262577654244 0 0 0
6531 2161 3 0 4.070000001790267 4.070000001790267 25.10526257581625 0 0 0
6527 2161 3 0 4.070000001790267 0 29.175262577654244 0 0 0
6526 2161 3 0 4.070000001790267 0 25.10526257581625 0 0 0
6487 2161 3 0 0 4.070000001790267 29.175262577654244 0 0 0
6486 2161 3 0 0 4.070000001790267 25.10526257581625 0 0 0
6482 2161 3 0 0 0 29.175262577654244 0 0 0
6481 2161 3 0 0 0 25.10526257581625 0 0 0
6581 2161 3 0 8.14000000356995 8.14000000356995 25.10526257581625 0 0 0
6582 2161 3 0 8.14000000356995 8.14000000356995 29.175262577654244 0 0 0
6981 2161 3 0 8.14000000356995 6.105000002677463 27.140262576761785 0 0 0
7346 2161 3 0 6.105000002677463 8.14000000356995 27.140262576761785 0 0 0
7391 2161 3 0 10.175000004462438 8.14000000356995 27.140262576761785 0 0 0
7746 2161 3 0 6.105000002677463 6.105000002677463 25.10526257581625 0 0 0
7747 2161 3 0 6.105000002677463 6.105000002677463 29.175262577654244 0 0 0
7791 2161 3 0 10.175000004462438 6.105000002677463 25.10526257581625 0 0 0
7792 2161 3 0 10.175000004462438 6.105000002677463 29.175262577654244 0 0 0
7787 2161 3 0 10.175000004462438 2.03500000089778 29.175262577654244 0 0 0
7786 2161 3 0 10.175000004462438 2.03500000089778 25.10526257581625 0 0 0
7742 2161 3 0 6.105000002677463 2.03500000089778 29.175262577654244 0 0 0
7741 2161 3 0 6.105000002677463 2.03500000089778 25.10526257581625 0 0 0
7386 2161 3 0 10.175000004462438 4.070000001790267 27.140262576761785 0 0 0
7381 2161 3 0 10.175000004462438 0 27.140262576761785 0 0 0
7341 2161 3 0 6.105000002677463 4.070000001790267 27.140262576761785 0 0 0
7336 2161 3 0 6.105000002677463 0 27.140262576761785 0 0 0
6976 2161 3 0 8.14000000356995 2.03500000089778 27.140262576761785 0 0 0
6577 2161 3 0 8.14000000356995 4.070000001790267 29.175262577654244 0 0 0
6576 2161 3 0 8.14000000356995 4.070000001790267 25.10526257581625 0 0 0
